text,text_pair,label_traceability_gap,label_validation_gap,label_design_inconsistency,label_environmental_dependency,label_serviceability_impact,label_operational_risk
DEMO-REQ-20112-3: high-voltage battery pack shall allow field technicians to inspect or replace the field-replaceable battery module without unnecessary disassembly during planned customer-site service. Acceptance DEMO-REQ-20112-3: access time and diagnostic confidence.,DEMO-EVID-30112 package: used the high-voltage battery pack setup for alternating loaded and unloaded cycles and recorded stable cell delta and balancing state against DEMO-REQ-20112-3. Open item: planned field-service replacement and the related allow field replacement of one battery module without pack removal sequence for a later campaign for DEMO-REQ-20112-3.,0,1,0,0,1,0
DEMO-REQ-20076-2: factory acceptance test station shall reproduce the commissioning sequence used at the customer site during site acceptance replay with fleet dispatch messages. Acceptance DEMO-REQ-20076-2: message timing and acceptance sign-off.,DEMO-EVID-30076 field log: repeatable restriction recorded in site acceptance replay with fleet dispatch messages against DEMO-REQ-20076-2. Telemetry preserved the event sequence and dispatch delay; the record is outside some neighbouring acceptance cases for DEMO-REQ-20076-2.,1,0,0,0,0,1
Customer constraint DEMO-REQ-20122-0: perception sensor cluster shall maintain object confidence while the cleaning cycle is active under wind-blown dust during shift change. Evidence DEMO-REQ-20122-0: temporary blind-zone duration.,DEMO-EVID-30122 field log: repeatable restriction recorded in wind-blown dust during shift change against DEMO-REQ-20122-0. Telemetry preserved the event sequence and dispatch delay; the record is outside some neighbouring acceptance cases for DEMO-REQ-20122-0.,1,0,0,0,0,0
DEMO-REQ-20280-3: autonomous haulage controller must hold route accuracy through a loading-zone transition for dust at the loading berm. Acceptance DEMO-REQ-20280-3: route deviation and command continuity.,Trial DEMO-EVID-30280 follows the requested signal path and then introduces cold soak for DEMO-REQ-20280-3. Measured margin moves close to the decision band but no hard stop occurs in the short observation window for DEMO-REQ-20280-3.,1,0,0,0,1,0
Customer constraint DEMO-REQ-20418-2: payload estimation system shall avoid false overload messages during short suspension oscillations under rough-road suspension movement. Evidence DEMO-REQ-20418-2: overload message persistence and event filtering.,DEMO-EVID-30418 QA note: positive result for update energy forecast after payload is measured at loading during loaded departure from the shovel area against DEMO-REQ-20418-2. Not evaluated: avoid false overload messages during short suspension oscillations in rough-road suspension movement although the hardware configuration is otherwise comparable for DEMO-REQ-20418-2.,1,1,0,1,0,0
Customer constraint DEMO-REQ-20181-0: route-planning module shall recalculate a haul segment after a temporary lane restriction under revised virtual lane boundary. Evidence DEMO-REQ-20181-0: path refresh time and route acceptance.,DEMO-EVID-30181 service note: function confirmed at the machine; technicians still need physical access to the route configuration package for DEMO-REQ-20181-0. Workshop path is acceptable; slow for roadside troubleshooting for DEMO-REQ-20181-0.,1,0,0,0,0,1
Verification item DEMO-REQ-20333-2: predictive maintenance model must detect and report the observed restriction in the predictive maintenance model in high but normal payload variation. Review DEMO-REQ-20333-2: false-alert rate and operator acknowledgement.,Commissioning note DEMO-EVID-30333 shows the predictive maintenance model entered a restricted state during high but normal payload variation for DEMO-REQ-20333-2. Event log is complete enough for diagnosis but the behaviour remains undesirable for production flow for DEMO-REQ-20333-2.,0,0,0,1,0,1
Verification item DEMO-REQ-20362-0: perception sensor cluster must detect a stationary service vehicle at the edge of the travel corridor in nominal apron visibility. Review DEMO-REQ-20362-0: detection confidence and classification stability.,DEMO-EVID-30362 report: earlier review ID is named; cross-reference added for DEMO-REQ-20362-0. Run content appears to use the same operating case as the current record for DEMO-REQ-20362-0.,1,1,0,0,0,0
DEMO-REQ-20384-3: GNSS-denied localization module must allow remote product support to classify faults involving the localization reference unit before dispatching parts for customer-site troubleshooting. Acceptance DEMO-REQ-20384-3: fault context completeness and remote retrieval time.,DEMO-EVID-30384 service note: function confirmed at the machine; technicians still need physical access to the localization reference unit for DEMO-REQ-20384-3. Workshop path is acceptable; slow for roadside troubleshooting for DEMO-REQ-20384-3.,0,0,1,0,1,1
DEMO-REQ-20159-3: electric wheel drive must allow workshop technicians to service the wheel-drive temperature sensor during scheduled overhaul for planned workshop maintenance. Acceptance DEMO-REQ-20159-3: safe isolation and documented work sequence.,DEMO-EVID-30159 service note: function confirmed at the machine; technicians still need physical access to the wheel-drive temperature sensor for DEMO-REQ-20159-3. Workshop path is acceptable; slow for roadside troubleshooting for DEMO-REQ-20159-3.,0,0,0,0,1,1
DEMO-REQ-20178-2: perception sensor cluster shall publish the forward object confidence during moderate ambient heat. Acceptance DEMO-REQ-20178-2: checks repeatability across the agreed demonstration sequence.,DEMO-EVID-30178 supplier-quality screen: moderate ambient heat run captured the forward object confidence on the sensor health page for DEMO-REQ-20178-2. Dashboard values matched the archived vehicle stream for DEMO-REQ-20178-2. Higher payload classes remain outside this acceptance check by design for DEMO-REQ-20178-2.,0,0,0,0,0,0
Verification item DEMO-REQ-20342-1: perception sensor cluster must maintain object confidence while the cleaning cycle is active in wind-blown dust during shift change. Review DEMO-REQ-20342-1: temporary blind-zone duration.,DEMO-EVID-30342 implementation review: recorded a manual confirmation step before autonomous release after wind-blown dust during shift change against DEMO-REQ-20342-1. Engineering accepted the protective response; remote recovery timing for a separate check for DEMO-REQ-20342-1.,0,0,1,0,0,1
Release item DEMO-REQ-20159-2: electric wheel drive shall allow field technicians to inspect or replace the wheel-drive temperature sensor without unnecessary disassembly when planned customer-site service is active. Review DEMO-REQ-20159-2: checks access time and diagnostic confidence.,Service trial DEMO-EVID-30159 completed safely with the wheel-drive temperature sensor for DEMO-REQ-20159-2. It required a guarded access step and the diagnostic wording did not separate configuration error from hardware replacement for DEMO-REQ-20159-2.,0,0,1,0,1,0
DEMO-REQ-20154-2: radar sensor package shall acknowledge the close-range obstacle state during scheduled commissioning route. Acceptance DEMO-REQ-20154-2: checks dashboard agreement with the controller log.,DEMO-EVID-30154 FAT record: scheduled commissioning route run captured the close-range obstacle state on the commissioning tablet for DEMO-REQ-20154-2. The station and vehicle traces ended with the same accepted status for DEMO-REQ-20154-2. Mud spray was noted in the logbook but did not enter this requested checkout for DEMO-REQ-20154-2.,0,0,0,0,0,0
Customer constraint DEMO-REQ-20061-3: route-planning module shall recalculate a haul segment after a temporary lane restriction under revised virtual lane boundary. Evidence DEMO-REQ-20061-3: path refresh time and route acceptance.,Service trial DEMO-EVID-30061 completed safely with the route configuration package for DEMO-REQ-20061-3. It required a guarded access step and the diagnostic wording did not separate configuration error from hardware replacement for DEMO-REQ-20061-3.,1,0,0,0,0,0
DEMO-REQ-20153-1: lidar unit shall store the scan availability flag during normal charging stop. Acceptance DEMO-REQ-20153-1: checks station log alignment with the vehicle event stream.,DEMO-EVID-30153 field support note: normal charging stop run captured the scan availability flag on the diagnostic recorder for DEMO-REQ-20153-1. The replayed vehicle log followed the acceptance sequence without manual correction for DEMO-REQ-20153-1. Service-panel removal was not exercised because no access task is required by the item for DEMO-REQ-20153-1.,0,0,0,0,0,0
