text,text_pair
DEMO-REQ-20093-2: battery thermal controller shall retain the coolant temperature status during clear visibility checkout. Acceptance DEMO-REQ-20093-2: checks that the reviewed case stays within the documented release envelope.,DEMO-EVID-30093 engineering sign-off note: clear visibility checkout run captured the coolant temperature status on the thermal trend view for DEMO-REQ-20093-2. Timestamps aligned with the controller log at each review point for DEMO-REQ-20093-2. A longer endurance run is planned elsewhere and is not needed for this acceptance line for DEMO-REQ-20093-2.
Release item DEMO-REQ-20199-0: electric wheel drive shall maintain propulsion availability after a temperature warning when continued loaded haul at reduced torque is active. Review DEMO-REQ-20199-0: checks available torque and fault escalation.,DEMO-EVID-30199 evidence note: exercised maintain propulsion availability after a temperature warning in continued loaded haul at reduced torque; available torque and fault escalation stayed within the review window against DEMO-REQ-20199-0. Scope note: sensor trend disagreement across a shift and separate sensor drift from actual overheating in diagnostics were not part of this run for DEMO-REQ-20199-0.
DEMO-REQ-20437-0: predictive maintenance model shall avoid nuisance alerts during normal payload variation during high but normal payload variation. Acceptance DEMO-REQ-20437-0: false-alert rate and operator acknowledgement.,DEMO-EVID-30437 evidence note: exercised avoid nuisance alerts during normal payload variation in high but normal payload variation; false-alert rate and operator acknowledgement stayed within the review window against DEMO-REQ-20437-0. Scope note: slow vibration trend growth and identify wheel-drive bearing drift before the inspection interval were not part of this run for DEMO-REQ-20437-0.
DEMO-REQ-20133-1: predictive maintenance model must identify wheel-drive bearing drift before the inspection interval for slow vibration trend growth. Acceptance DEMO-REQ-20133-1: lead time and confirmed work-order relevance.,Document package DEMO-EVID-30133 was filed under the previous requirement revision for DEMO-REQ-20133-1. Measured behaviour is technically comparable and the reviewer added a side table relating old and current acceptance wording for DEMO-REQ-20133-1.
DEMO-REQ-20194-1: software update manager shall roll back an autonomous-control package after unsuccessful deployment during interrupted over-the-air update. Acceptance DEMO-REQ-20194-1: rollback completion and restart state.,DEMO-EVID-30194 evidence note: exercised keep calibration identifiers aligned across perception and planning modules in mixed-module software staging; calibration ID agreement and audit record stayed within the review window against DEMO-REQ-20194-1. Scope note: interrupted over-the-air update and roll back an autonomous-control package after unsuccessful deployment were not part of this run for DEMO-REQ-20194-1.
Customer constraint DEMO-REQ-20254-2: GNSS-denied localization module shall maintain pose quality without satellite reference under covered crusher approach. Evidence DEMO-REQ-20254-2: pose covariance and route deviation.,DEMO-EVID-30254 package: used the GNSS-denied localization module setup for transition back to open-sky operation and recorded stable reacquisition time and route-latch behaviour against DEMO-REQ-20254-2. Open item: covered crusher approach and the related maintain pose quality without satellite reference sequence for a later campaign for DEMO-REQ-20254-2.
DEMO-REQ-20183-0: lidar and radar fusion unit shall allow remote product support to classify faults involving the radar bracket assembly before dispatching parts during customer-site troubleshooting. Acceptance DEMO-REQ-20183-0: fault context completeness and remote retrieval time.,DEMO-EVID-30183 implementation review: recorded a cleaning sequence that pauses part of the active view after corrugated haul-road vibration against DEMO-REQ-20183-0. Engineering accepted the protective response; remote recovery timing for a separate check for DEMO-REQ-20183-0.
DEMO-REQ-20226-1: megawatt charging interface shall complete a normal charging handshake at depot temperature during nominal depot temperature. Acceptance DEMO-REQ-20226-1: handshake sequence and isolation confirmation.,DEMO-EVID-30226 campaign: shortened profile for complete a normal charging handshake at depot temperature in nominal depot temperature against DEMO-REQ-20226-1. Result looked stable; the run length was selected for screening rather than release endurance for DEMO-REQ-20226-1.
DEMO-REQ-20355-0: autonomous haulage controller shall prevent recurrence of the observed restriction in the autonomous haulage controller during dust at the loading berm. Acceptance DEMO-REQ-20355-0: route deviation and command continuity.,DEMO-EVID-30355 field log: repeatable restriction recorded in single-channel perception masking against DEMO-REQ-20355-0. Telemetry preserved the event sequence and dispatch delay; the record is outside some neighbouring acceptance cases for DEMO-REQ-20355-0.
DEMO-REQ-20457-3: software update manager shall roll back an autonomous-control package after unsuccessful deployment during interrupted over-the-air update. Acceptance DEMO-REQ-20457-3: rollback completion and restart state.,DEMO-EVID-30457 archive: old revision wording is present with a mapping note for DEMO-REQ-20457-3. Numbers look relevant; the current release line is not always named in the individual tables for DEMO-REQ-20457-3.
Verification item DEMO-REQ-20446-1: battery thermal management system must complete two uphill loaded cycles without thermal power reduction in high ambient temperature with full payload. Review DEMO-REQ-20446-1: coolant temperature and derating state.,DEMO-EVID-30446 campaign: shortened profile for complete two uphill loaded cycles without thermal power reduction in high ambient temperature with full payload against DEMO-REQ-20446-1. Result looked stable; the run length was selected for screening rather than release endurance for DEMO-REQ-20446-1.
DEMO-REQ-20383-0: lidar and radar fusion unit shall notify fleet supervision before lidar and radar fusion unit behaviour reduces truck availability during production dispatch monitoring. Acceptance DEMO-REQ-20383-0: alert lead time and event context.,Trial DEMO-EVID-30383 follows the requested signal path and then introduces haul-road vibration for DEMO-REQ-20383-0. Measured margin moves close to the decision band but no hard stop occurs in the short observation window for DEMO-REQ-20383-0.
Customer constraint DEMO-REQ-20232-3: fleet telemetry gateway shall raise an early alert before cooling degradation causes derating under progressive pump efficiency loss. Evidence DEMO-REQ-20232-3: alert lead time and fault progression.,DEMO-EVID-30232 package: used the fleet telemetry gateway setup for remote service review after a shift and recorded stable log completeness and upload confirmation against DEMO-REQ-20232-3. Open item: progressive pump efficiency loss and the related raise an early alert before cooling degradation causes derating sequence for a later campaign for DEMO-REQ-20232-3.
Customer constraint DEMO-REQ-20052-2: fleet telemetry gateway shall prevent recurrence of the observed restriction in the fleet telemetry gateway under progressive pump efficiency loss. Evidence DEMO-REQ-20052-2: alert lead time and fault progression.,DEMO-EVID-30052 field log: repeatable restriction recorded in remote service review after a shift against DEMO-REQ-20052-2. Telemetry preserved the event sequence and dispatch delay; the record is outside some neighbouring acceptance cases for DEMO-REQ-20052-2.
